fill_id,order_id,symbol,strategy,side,price,qty,commission,timestamp_ns
F4943,mm_A21536,AAPL,mm,SELL,149.1000,100,0.1000,1076700000000
F4945,mm_B21537,AAPL,mm,BUY,149.2100,50,0.0500,1076800000000
F4947,mm_B21537,AAPL,mm,BUY,149.2100,50,0.0500,1076800000000
F4949,mm_A21540,AAPL,mm,SELL,149.1000,100,0.1000,1076900000000
F4951,mm_B21541,AAPL,mm,BUY,149.2100,100,0.1000,1077000000000
F4953,mm_A21544,AAPL,mm,SELL,149.1000,50,0.0500,1077100000000
F4955,mm_A21544,AAPL,mm,SELL,149.1000,50,0.0500,1077100000000
F4959,mm_B21545,AAPL,mm,BUY,149.2200,100,0.1000,1077200000000
F4961,mm_A21548,AAPL,mm,SELL,149.1000,100,0.1000,1077300000000
F4963,mm_B21549,AAPL,mm,BUY,149.2200,50,0.0500,1077400000000
F4965,mm_B21549,AAPL,mm,BUY,149.2200,50,0.0500,1077400000000
F4967,mm_A21552,AAPL,mm,SELL,149.1000,50,0.0500,1077500000000
F4969,mm_A21552,AAPL,mm,SELL,149.1000,50,0.0500,1077500000000
F4973,mm_B21553,AAPL,mm,BUY,149.2200,100,0.1000,1077600000000
F4975,mm_A21556,AAPL,mm,SELL,149.1000,100,0.1000,1077700000000
F4981,mm_B21557,AAPL,mm,BUY,149.2200,100,0.1000,1077800000000
F4983,mm_A21560,AAPL,mm,SELL,149.1000,100,0.1000,1077900000000
F4987,mm_B21561,AAPL,mm,BUY,149.2200,50,0.0500,1078000000000
F4989,mm_B21561,AAPL,mm,BUY,149.2200,50,0.0500,1078000000000
F4991,mm_A21564,AAPL,mm,SELL,149.1000,50,0.0500,1078100000000
F4993,mm_A21564,AAPL,mm,SELL,149.1000,50,0.0500,1078100000000
F4995,mm_B21565,AAPL,mm,BUY,149.2200,100,0.1000,1078200000000
F4997,mm_A21568,AAPL,mm,SELL,149.1000,100,0.1000,1078300000000
F4999,mm_B21569,AAPL,mm,BUY,149.2200,100,0.1000,1078400000000
F5001,mm_A21572,AAPL,mm,SELL,149.1000,100,0.1000,1078500000000
F5007,mm_B21573,AAPL,mm,BUY,149.2200,50,0.0500,1078600000000
F5009,mm_B21573,AAPL,mm,BUY,149.2200,50,0.0500,1078600000000
F5011,mm_A21576,AAPL,mm,SELL,149.1000,100,0.1000,1078700000000
F5013,mm_B21577,AAPL,mm,BUY,149.2200,100,0.1000,1078800000000
F5015,mm_A21580,AAPL,mm,SELL,149.1000,100,0.1000,1078900000000
F5017,mm_B21581,AAPL,mm,BUY,149.2200,100,0.1000,1079000000000
F5019,mm_A21584,AAPL,mm,SELL,149.1000,50,0.0500,1079100000000
F5021,mm_A21584,AAPL,mm,SELL,149.0900,50,0.0500,1079100000000
F5023,mm_B21585,AAPL,mm,BUY,149.2200,50,0.0500,1079200000000
F5025,mm_B21585,AAPL,mm,BUY,149.2200,50,0.0500,1079200000000
F5031,mm_A21588,AAPL,mm,SELL,149.0900,100,0.1000,1079300000000
F5033,mm_B21589,AAPL,mm,BUY,149.2200,100,0.1000,1079400000000
F5037,mm_A21592,AAPL,mm,SELL,149.0900,100,0.1000,1079500000000
F5039,mm_B21593,AAPL,mm,BUY,149.2200,100,0.1000,1079600000000
F5045,mm_A21596,AAPL,mm,SELL,149.0900,50,0.0500,1079700000000
F5047,mm_A21596,AAPL,mm,SELL,149.0900,50,0.0500,1079700000000
F5049,mm_B21597,AAPL,mm,BUY,149.2200,50,0.0500,1079800000000
F5051,mm_B21597,AAPL,mm,BUY,149.2200,50,0.0500,1079800000000
F5057,mm_A21600,AAPL,mm,SELL,149.0900,100,0.1000,1079900000000
F5059,mm_B21601,AAPL,mm,BUY,149.2200,100,0.1000,1080000000000
F5061,mm_A21604,AAPL,mm,SELL,149.0900,100,0.1000,1080100000000
F5063,mm_B21605,AAPL,mm,BUY,149.2300,100,0.1000,1080200000000
F5065,mm_A21608,AAPL,mm,SELL,149.0900,50,0.0500,1080300000000
F5067,mm_A21608,AAPL,mm,SELL,149.0900,50,0.0500,1080300000000
F5069,mm_B21609,AAPL,mm,BUY,149.2300,50,0.0500,1080400000000
F5071,mm_B21609,AAPL,mm,BUY,149.2300,50,0.0500,1080400000000
F5073,mm_A21612,AAPL,mm,SELL,149.0900,100,0.1000,1080500000000
F5075,mm_B21613,AAPL,mm,BUY,149.2300,100,0.1000,1080600000000
F5077,mm_A21616,AAPL,mm,SELL,149.0900,100,0.1000,1080700000000
F5079,mm_B21617,AAPL,mm,BUY,149.2300,100,0.1000,1080800000000
F5081,mm_A21620,AAPL,mm,SELL,149.0900,50,0.0500,1080900000000
F5083,mm_A21620,AAPL,mm,SELL,149.0900,50,0.0500,1080900000000
F5085,mm_B21621,AAPL,mm,BUY,149.2300,50,0.0500,1081000000000
F5087,mm_B21621,AAPL,mm,BUY,149.2300,50,0.0500,1081000000000
F5089,mm_A21624,AAPL,mm,SELL,149.0900,100,0.1000,1081100000000
F5091,mm_B21625,AAPL,mm,BUY,149.2300,100,0.1000,1081200000000
F5093,mm_A21628,AAPL,mm,SELL,149.0900,100,0.1000,1081300000000
F5095,mm_B21629,AAPL,mm,BUY,149.2300,100,0.1000,1081400000000
F5097,mm_A21632,AAPL,mm,SELL,149.0900,50,0.0500,1081500000000
F5099,mm_A21632,AAPL,mm,SELL,149.0900,50,0.0500,1081500000000
F5101,mm_B21633,AAPL,mm,BUY,149.2300,50,0.0500,1081600000000
F5103,mm_B21633,AAPL,mm,BUY,149.2300,50,0.0500,1081600000000
F5105,mm_A21636,AAPL,mm,SELL,149.0900,100,0.1000,1081700000000
F5107,mm_B21637,AAPL,mm,BUY,149.2300,100,0.1000,1081800000000
F5109,mm_A21640,AAPL,mm,SELL,149.0900,100,0.1000,1081900000000
F5111,mm_B21641,AAPL,mm,BUY,149.2300,100,0.1000,1082000000000
F5113,mm_A21644,AAPL,mm,SELL,149.0900,50,0.0500,1082100000000
F5115,mm_A21644,AAPL,mm,SELL,149.0900,50,0.0500,1082100000000
F5117,mm_B21645,AAPL,mm,BUY,149.2300,50,0.0500,1082200000000
F5119,mm_B21645,AAPL,mm,BUY,149.2300,50,0.0500,1082200000000
F5121,mm_A21648,AAPL,mm,SELL,149.0900,100,0.1000,1082300000000
F5123,mm_B21649,AAPL,mm,BUY,149.2300,100,0.1000,1082400000000
F5125,mm_A21652,AAPL,mm,SELL,149.0900,100,0.1000,1082500000000
F5127,mm_B21653,AAPL,mm,BUY,149.2300,100,0.1000,1082600000000
F5129,mm_A21656,AAPL,mm,SELL,149.0900,50,0.0500,1082700000000
F5131,mm_A21656,AAPL,mm,SELL,149.0900,50,0.0500,1082700000000
F5133,mm_B21657,AAPL,mm,BUY,149.2300,50,0.0500,1082800000000
F5135,mm_B21657,AAPL,mm,BUY,149.2600,50,0.0500,1082800000000
F5137,mm_A21660,AAPL,mm,SELL,149.0900,100,0.1000,1082900000000
F5139,mm_B21661,AAPL,mm,BUY,149.2600,50,0.0500,1083000000000
F5141,mm_B21661,AAPL,mm,BUY,149.2600,50,0.0500,1083000000000
F5143,mm_A21664,AAPL,mm,SELL,149.0900,100,0.1000,1083100000000
F5145,mm_B21665,AAPL,mm,BUY,149.2600,100,0.1000,1083200000000
F5147,mm_A21668,AAPL,mm,SELL,149.0900,50,0.0500,1083300000000
F5149,mm_A21668,AAPL,mm,SELL,149.0900,50,0.0500,1083300000000
F5151,mm_B21669,AAPL,mm,BUY,149.2600,100,0.1000,1083400000000
F5153,mm_A21672,AAPL,mm,SELL,149.0900,100,0.1000,1083500000000
F5155,mm_B21673,AAPL,mm,BUY,149.2600,50,0.0500,1083600000000
F5157,mm_B21673,AAPL,mm,BUY,149.2600,50,0.0500,1083600000000
F5159,mm_A21676,AAPL,mm,SELL,149.0900,100,0.1000,1083700000000
F5161,mm_B21677,AAPL,mm,BUY,149.2600,100,0.1000,1083800000000
F5163,mm_A21680,AAPL,mm,SELL,149.0900,50,0.0500,1083900000000
F5165,mm_A21680,AAPL,mm,SELL,149.0900,50,0.0500,1083900000000
F5167,mm_B21681,AAPL,mm,BUY,149.2600,100,0.1000,1084000000000
F5169,mm_A21684,AAPL,mm,SELL,149.0900,100,0.1000,1084100000000
F5171,mm_B21685,AAPL,mm,BUY,149.2600,50,0.0500,1084200000000
F5173,mm_B21685,AAPL,mm,BUY,149.2600,50,0.0500,1084200000000
F5175,mm_A21688,AAPL,mm,SELL,149.0900,100,0.1000,1084300000000
F5177,mm_B21689,AAPL,mm,BUY,149.2600,100,0.1000,1084400000000
F5179,mm_A21692,AAPL,mm,SELL,149.0900,50,0.0500,1084500000000
F5181,mm_A21692,AAPL,mm,SELL,149.0900,50,0.0500,1084500000000
F5183,mm_B21693,AAPL,mm,BUY,149.2600,100,0.1000,1084600000000
F5185,mm_A21696,AAPL,mm,SELL,149.0900,100,0.1000,1084700000000
F5187,mm_B21697,AAPL,mm,BUY,149.2600,50,0.0500,1084800000000
F5189,mm_B21697,AAPL,mm,BUY,149.2600,50,0.0500,1084800000000
F5191,mm_A21700,AAPL,mm,SELL,149.0900,100,0.1000,1084900000000
F5193,mm_B21701,AAPL,mm,BUY,149.2600,100,0.1000,1085000000000
F5195,mm_A21704,AAPL,mm,SELL,149.0900,50,0.0500,1085100000000
F5197,mm_A21704,AAPL,mm,SELL,149.0900,50,0.0500,1085100000000
F5199,mm_B21705,AAPL,mm,BUY,149.2600,100,0.1000,1085200000000
F5201,mm_A21708,AAPL,mm,SELL,149.0900,100,0.1000,1085300000000
F5205,mm_B21709,AAPL,mm,BUY,149.2600,50,0.0500,1085400000000
F5207,mm_B21709,AAPL,mm,BUY,149.2600,50,0.0500,1085400000000
F5209,mm_A21712,AAPL,mm,SELL,149.0900,50,0.0500,1085500000000
F5211,mm_A21712,AAPL,mm,SELL,149.0900,50,0.0500,1085500000000
F5213,mm_B21713,AAPL,mm,BUY,149.2600,100,0.1000,1085600000000
F5215,mm_A21716,AAPL,mm,SELL,149.0900,100,0.1000,1085700000000
F5217,mm_B21717,AAPL,mm,BUY,149.2600,100,0.1000,1085800000000
F5219,mm_A21720,AAPL,mm,SELL,149.0900,100,0.1000,1085900000000
F5221,mm_B21721,AAPL,mm,BUY,149.2600,50,0.0500,1086000000000
F5223,mm_B21721,AAPL,mm,BUY,149.2600,50,0.0500,1086000000000
F5225,mm_A21724,AAPL,mm,SELL,149.0900,50,0.0500,1086100000000
F5227,mm_A21724,AAPL,mm,SELL,149.0900,50,0.0500,1086100000000
F5231,mm_B21725,AAPL,mm,BUY,149.2600,100,0.1000,1086200000000
F5233,mm_A21728,AAPL,mm,SELL,149.0900,100,0.1000,1086300000000
F5239,mm_B21729,AAPL,mm,BUY,149.2600,100,0.1000,1086400000000
F5241,mm_A21732,AAPL,mm,SELL,149.0900,100,0.1000,1086500000000
F5243,mm_B21733,AAPL,mm,BUY,149.2600,50,0.0500,1086600000000
F5245,mm_B21733,AAPL,mm,BUY,149.2600,50,0.0500,1086600000000
F5247,mm_A21736,AAPL,mm,SELL,149.0900,100,0.1000,1086700000000
F5249,mm_B21737,AAPL,mm,BUY,149.2600,100,0.1000,1086800000000
F5251,mm_A21740,AAPL,mm,SELL,149.0900,50,0.0500,1086900000000
F5253,mm_A21740,AAPL,mm,SELL,149.0900,50,0.0500,1086900000000
F5255,mm_B21741,AAPL,mm,BUY,149.2600,100,0.1000,1087000000000
F5257,mm_A21744,AAPL,mm,SELL,149.0900,100,0.1000,1087100000000
F5259,mm_B21745,AAPL,mm,BUY,149.2600,50,0.0500,1087200000000
F5261,mm_B21745,AAPL,mm,BUY,149.2600,50,0.0500,1087200000000
F5263,mm_A21748,AAPL,mm,SELL,149.0900,100,0.1000,1087300000000
F5265,mm_B21749,AAPL,mm,BUY,149.2600,100,0.1000,1087400000000
F5267,mm_A21752,AAPL,mm,SELL,149.0900,50,0.0500,1087500000000
F5269,mm_A21752,AAPL,mm,SELL,149.0900,50,0.0500,1087500000000
F5272,mm_B21851,AAPL,mm,BUY,149.1800,100,0.1000,1092500000000
F5273,mm_A21854,AAPL,mm,SELL,149.0900,100,0.1000,1092600000000
F5276,mm_B21867,AAPL,mm,BUY,149.1800,100,0.1000,1093300000000
F5277,mm_A21870,AAPL,mm,SELL,149.0800,100,0.1000,1093400000000
F5284,mm_B21871,AAPL,mm,BUY,149.1800,100,0.1000,1093500000000
F5285,mm_A21874,AAPL,mm,SELL,149.0800,100,0.1000,1093600000000
F5288,mm_B21877,AAPL,mm,BUY,149.1700,100,0.1000,1093800000000
F5289,mm_A21880,AAPL,mm,SELL,149.0800,100,0.1000,1093900000000
F5296,mm_B21883,AAPL,mm,BUY,149.1700,100,0.1000,1094100000000
F5297,mm_A21886,AAPL,mm,SELL,149.0800,100,0.1000,1094200000000
F5300,mm_B21947,AAPL,mm,BUY,149.1800,100,0.1000,1097300000000
F5301,mm_A21950,AAPL,mm,SELL,149.0800,100,0.1000,1097400000000
F5308,mm_B21971,AAPL,mm,BUY,149.1800,100,0.1000,1098500000000
F5309,mm_A21974,AAPL,mm,SELL,149.0800,100,0.1000,1098600000000
F5312,mm_B21979,AAPL,mm,BUY,149.1800,100,0.1000,1098900000000
F5313,mm_A21982,AAPL,mm,SELL,149.0800,100,0.1000,1099000000000
F5320,mm_B21983,AAPL,mm,BUY,149.1800,100,0.1000,1099100000000
F5321,mm_A21986,AAPL,mm,SELL,149.0800,100,0.1000,1099200000000
F5324,mm_B22017,AAPL,mm,BUY,149.1900,100,0.1000,1100800000000
F5325,mm_A22020,AAPL,mm,SELL,149.0800,100,0.1000,1100900000000
F5332,mm_B22027,AAPL,mm,BUY,149.1900,100,0.1000,1101300000000
F5333,mm_A22030,AAPL,mm,SELL,149.0800,100,0.1000,1101400000000
F5338,mm_B22035,AAPL,mm,BUY,149.1900,100,0.1000,1101700000000
F5339,mm_A22038,AAPL,mm,SELL,149.0800,50,0.0500,1101800000000
F5341,mm_A22038,AAPL,mm,SELL,149.0800,50,0.0500,1101800000000
F5346,mm_B22041,AAPL,mm,BUY,149.1900,100,0.1000,1102000000000
F5347,mm_A22044,AAPL,mm,SELL,149.0800,100,0.1000,1102100000000
F5350,mm_B22049,AAPL,mm,BUY,149.1900,100,0.1000,1102400000000
F5351,mm_A22052,AAPL,mm,SELL,149.0800,50,0.0500,1102500000000
F5353,mm_A22052,AAPL,mm,SELL,149.0800,50,0.0500,1102500000000
F5358,mm_B22053,AAPL,mm,BUY,149.1900,100,0.1000,1102600000000
F5359,mm_A22056,AAPL,mm,SELL,149.0800,100,0.1000,1102700000000
F5362,mm_B22081,AAPL,mm,BUY,149.1900,100,0.1000,1104000000000
F5363,mm_A22084,AAPL,mm,SELL,149.0800,50,0.0500,1104100000000
F5365,mm_A22084,AAPL,mm,SELL,149.0800,50,0.0500,1104100000000
F5368,mm_B22109,AAPL,mm,BUY,149.1900,100,0.1000,1105400000000
F5369,mm_A22112,AAPL,mm,SELL,149.0800,100,0.1000,1105500000000
F5372,mm_B22121,AAPL,mm,BUY,149.1900,100,0.1000,1106000000000
F5373,mm_A22124,AAPL,mm,SELL,149.0800,100,0.1000,1106100000000
F5376,mm_B22129,AAPL,mm,BUY,149.1900,100,0.1000,1106400000000
F5377,mm_A22132,AAPL,mm,SELL,149.0800,50,0.0500,1106500000000
F5379,mm_A22132,AAPL,mm,SELL,149.0800,50,0.0500,1106500000000
F5382,mm_B22159,AAPL,mm,BUY,149.1900,100,0.1000,1107900000000
F5383,mm_A22162,AAPL,mm,SELL,149.0800,100,0.1000,1108000000000
F5386,mm_B22163,AAPL,mm,BUY,149.1900,100,0.1000,1108100000000
F5387,mm_A22166,AAPL,mm,SELL,149.0800,100,0.1000,1108200000000
F5390,mm_B22171,AAPL,mm,BUY,149.1900,100,0.1000,1108500000000
F5391,mm_A22174,AAPL,mm,SELL,149.0800,50,0.0500,1108600000000
F5393,mm_A22174,AAPL,mm,SELL,149.0800,50,0.0500,1108600000000
F5398,mm_B22175,AAPL,mm,BUY,149.1900,100,0.1000,1108700000000
F5399,mm_A22178,AAPL,mm,SELL,149.0800,100,0.1000,1108800000000
F5402,mm_B22187,AAPL,mm,BUY,149.1900,100,0.1000,1109300000000
F5403,mm_A22190,AAPL,mm,SELL,149.0800,50,0.0500,1109400000000
F5405,mm_A22190,AAPL,mm,SELL,149.0800,50,0.0500,1109400000000
F5410,mm_B22277,AAPL,mm,BUY,149.2200,100,0.1000,1113800000000
F5411,mm_A22280,AAPL,mm,SELL,149.0800,100,0.1000,1113900000000
F5414,mm_B22283,AAPL,mm,BUY,149.2200,100,0.1000,1114100000000
F5415,mm_A22286,AAPL,mm,SELL,149.0800,50,0.0500,1114200000000
F5417,mm_A22286,AAPL,mm,SELL,149.0800,50,0.0500,1114200000000
F5420,mm_B22287,AAPL,mm,BUY,149.2200,100,0.1000,1114300000000
F5421,mm_A22290,AAPL,mm,SELL,149.0800,100,0.1000,1114400000000
F5426,mm_B22291,AAPL,mm,BUY,149.2200,100,0.1000,1114500000000
F5427,mm_A22294,AAPL,mm,SELL,149.0700,50,0.0500,1114600000000
F5429,mm_A22294,AAPL,mm,SELL,149.0700,50,0.0500,1114600000000
F5432,mm_B22317,AAPL,mm,BUY,149.2300,100,0.1000,1115800000000
F5433,mm_A22320,AAPL,mm,SELL,149.0700,100,0.1000,1115900000000
F5435,mm_B22327,AAPL,mm,BUY,149.2600,100,0.1000,1116300000000
F5439,mm_A22330,AAPL,mm,SELL,149.0700,100,0.1000,1116400000000
F5441,mm_B22331,AAPL,mm,BUY,149.2600,50,0.0500,1116500000000
F5443,mm_B22331,AAPL,mm,BUY,149.2600,50,0.0500,1116500000000
F5449,mm_A22334,AAPL,mm,SELL,149.0700,50,0.0500,1116600000000
F5451,mm_A22334,AAPL,mm,SELL,149.0700,50,0.0500,1116600000000
F5453,mm_B22335,AAPL,mm,BUY,149.2600,100,0.1000,1116700000000
F5459,mm_A22338,AAPL,mm,SELL,149.0700,100,0.1000,1116800000000
F5461,mm_B22339,AAPL,mm,BUY,149.2600,100,0.1000,1116900000000
F5465,mm_A22342,AAPL,mm,SELL,149.0700,100,0.1000,1117000000000
F5467,mm_B22343,AAPL,mm,BUY,149.2600,50,0.0500,1117100000000
F5469,mm_B22343,AAPL,mm,BUY,149.2600,50,0.0500,1117100000000
F5475,mm_A22346,AAPL,mm,SELL,149.0700,50,0.0500,1117200000000
F5477,mm_A22346,AAPL,mm,SELL,149.0700,50,0.0500,1117200000000
F5479,mm_B22347,AAPL,mm,BUY,149.2600,100,0.1000,1117300000000
F5481,mm_A22350,AAPL,mm,SELL,149.0700,100,0.1000,1117400000000
F5483,mm_B22351,AAPL,mm,BUY,149.2600,100,0.1000,1117500000000
F5487,mm_A22354,AAPL,mm,SELL,149.0700,100,0.1000,1117600000000
F5489,mm_B22355,AAPL,mm,BUY,149.2600,50,0.0500,1117700000000
F5491,mm_B22355,AAPL,mm,BUY,149.2700,50,0.0500,1117700000000
F5497,mm_A22358,AAPL,mm,SELL,149.0700,50,0.0500,1117800000000
F5499,mm_A22358,AAPL,mm,SELL,149.0700,50,0.0500,1117800000000
F5501,mm_B22359,AAPL,mm,BUY,149.2700,100,0.1000,1117900000000
F5507,mm_A22362,AAPL,mm,SELL,149.0700,100,0.1000,1118000000000
F5509,mm_B22363,AAPL,mm,BUY,149.2700,100,0.1000,1118100000000
F5513,mm_A22366,AAPL,mm,SELL,149.0600,100,0.1000,1118200000000
F5515,mm_B22367,AAPL,mm,BUY,149.2700,50,0.0500,1118300000000
F5517,mm_B22367,AAPL,mm,BUY,149.2700,50,0.0500,1118300000000
F5519,mm_A22370,AAPL,mm,SELL,149.0600,50,0.0500,1118400000000
F5521,mm_A22370,AAPL,mm,SELL,149.0600,50,0.0500,1118400000000
F5523,mm_B22371,AAPL,mm,BUY,149.2700,100,0.1000,1118500000000
F5525,mm_A22374,AAPL,mm,SELL,149.0600,100,0.1000,1118600000000
F5527,mm_B22375,AAPL,mm,BUY,149.2700,100,0.1000,1118700000000
F5529,mm_A22378,AAPL,mm,SELL,149.0600,100,0.1000,1118800000000
F5531,mm_B22379,AAPL,mm,BUY,149.2700,50,0.0500,1118900000000
F5533,mm_B22379,AAPL,mm,BUY,149.2700,50,0.0500,1118900000000
F5535,mm_A22382,AAPL,mm,SELL,149.0600,50,0.0500,1119000000000
F5537,mm_A22382,AAPL,mm,SELL,149.0600,50,0.0500,1119000000000
F5539,mm_B22383,AAPL,mm,BUY,149.2700,100,0.1000,1119100000000
F5541,mm_A22386,AAPL,mm,SELL,149.0600,100,0.1000,1119200000000
F5543,mm_B22387,AAPL,mm,BUY,149.2700,100,0.1000,1119300000000
F5547,mm_A22390,AAPL,mm,SELL,149.0600,100,0.1000,1119400000000
F5549,mm_B22391,AAPL,mm,BUY,149.2700,50,0.0500,1119500000000
F5551,mm_B22391,AAPL,mm,BUY,149.2700,50,0.0500,1119500000000
F5553,mm_A22394,AAPL,mm,SELL,149.0600,50,0.0500,1119600000000
F5555,mm_A22394,AAPL,mm,SELL,149.0600,50,0.0500,1119600000000
F5557,mm_B22395,AAPL,mm,BUY,149.2700,100,0.1000,1119700000000
F5559,mm_A22398,AAPL,mm,SELL,149.0600,100,0.1000,1119800000000
F5561,mm_B22399,AAPL,mm,BUY,149.2700,100,0.1000,1119900000000
F5565,mm_A22402,AAPL,mm,SELL,149.0600,100,0.1000,1120000000000
F5567,mm_B22403,AAPL,mm,BUY,149.2700,50,0.0500,1120100000000
F5569,mm_B22403,AAPL,mm,BUY,149.2700,50,0.0500,1120100000000
F5575,mm_A22406,AAPL,mm,SELL,149.0600,50,0.0500,1120200000000
F5577,mm_A22406,AAPL,mm,SELL,149.0600,50,0.0500,1120200000000
F5579,mm_B22407,AAPL,mm,BUY,149.2700,100,0.1000,1120300000000
F5585,mm_A22410,AAPL,mm,SELL,149.0500,100,0.1000,1120400000000
F5587,mm_B22411,AAPL,mm,BUY,149.2700,100,0.1000,1120500000000
F5591,mm_A22414,AAPL,mm,SELL,149.0500,100,0.1000,1120600000000
F5593,mm_B22415,AAPL,mm,BUY,149.2700,50,0.0500,1120700000000
F5595,mm_B22415,AAPL,mm,BUY,149.2700,50,0.0500,1120700000000
F5597,mm_A22418,AAPL,mm,SELL,149.0500,50,0.0500,1120800000000
F5599,mm_A22418,AAPL,mm,SELL,149.0500,50,0.0500,1120800000000
F5601,mm_B22419,AAPL,mm,BUY,149.2700,100,0.1000,1120900000000
F5603,mm_A22422,AAPL,mm,SELL,149.0500,100,0.1000,1121000000000
F5607,mm_B22423,AAPL,mm,BUY,149.2800,100,0.1000,1121100000000
F5609,mm_A22426,AAPL,mm,SELL,149.0500,50,0.0500,1121200000000
F5611,mm_A22426,AAPL,mm,SELL,149.0500,50,0.0500,1121200000000
F5613,mm_B22427,AAPL,mm,BUY,149.2800,50,0.0500,1121300000000
F5615,mm_B22427,AAPL,mm,BUY,149.2800,50,0.0500,1121300000000
F5617,mm_A22430,AAPL,mm,SELL,149.0500,100,0.1000,1121400000000
F5619,mm_B22431,AAPL,mm,BUY,149.2800,100,0.1000,1121500000000
F5621,mm_A22434,AAPL,mm,SELL,149.0500,100,0.1000,1121600000000
F5627,mm_B22435,AAPL,mm,BUY,149.3000,50,0.0500,1121700000000
F5629,mm_B22435,AAPL,mm,BUY,149.3000,50,0.0500,1121700000000
F5631,mm_A22438,AAPL,mm,SELL,149.0500,100,0.1000,1121800000000
F5633,mm_B22439,AAPL,mm,BUY,149.3000,100,0.1000,1121900000000
F5635,mm_A22442,AAPL,mm,SELL,149.0500,100,0.1000,1122000000000
F5638,mm_B22537,AAPL,mm,BUY,149.2500,100,0.1000,1126800000000
F5639,mm_A22540,AAPL,mm,SELL,149.0500,50,0.0500,1126900000000
F5641,mm_A22540,AAPL,mm,SELL,149.0500,50,0.0500,1126900000000
F5646,mm_B22651,AAPL,mm,BUY,149.1700,100,0.1000,1132500000000
F5647,mm_A22654,AAPL,mm,SELL,149.0500,100,0.1000,1132600000000
F5650,mm_B22667,AAPL,mm,BUY,149.1700,100,0.1000,1133300000000
F5651,mm_A22670,AAPL,mm,SELL,149.0500,50,0.0500,1133400000000
F5653,mm_A22670,AAPL,mm,SELL,149.0500,50,0.0500,1133400000000
F5656,mm_B22671,AAPL,mm,BUY,149.1700,100,0.1000,1133500000000
F5657,mm_A22674,AAPL,mm,SELL,149.0500,100,0.1000,1133600000000
F5660,mm_B22715,AAPL,mm,BUY,149.1700,100,0.1000,1135700000000
F5661,mm_A22718,AAPL,mm,SELL,149.0500,100,0.1000,1135800000000
F5668,mm_B22851,AAPL,mm,BUY,149.1000,100,0.1000,1142500000000
F5669,mm_A22854,AAPL,mm,SELL,149.0400,100,0.1000,1142600000000
F5672,mm_B22855,AAPL,mm,BUY,149.1000,100,0.1000,1142700000000
F5673,mm_A22858,AAPL,mm,SELL,149.0400,100,0.1000,1142800000000
F5682,mm_B23151,AAPL,mm,BUY,149.1000,100,0.1000,1157500000000
F5683,mm_A23154,AAPL,mm,SELL,149.0400,100,0.1000,1157600000000
F5690,mm_B23159,AAPL,mm,BUY,149.1000,100,0.1000,1157900000000
F5691,mm_A23162,AAPL,mm,SELL,149.0400,100,0.1000,1158000000000
F5694,mm_B23191,AAPL,mm,BUY,149.1200,100,0.1000,1159500000000
F5695,mm_A23194,AAPL,mm,SELL,149.0400,100,0.1000,1159600000000
F5698,mm_B23233,AAPL,mm,BUY,149.1300,100,0.1000,1161600000000
F5699,mm_A23236,AAPL,mm,SELL,149.0400,50,0.0500,1161700000000
F5701,mm_A23236,AAPL,mm,SELL,149.0400,50,0.0500,1161700000000
F5710,mm_A23348,AAPL,mm,SELL,149.2200,100,0.1000,1167300000000
F5713,mm_B23349,AAPL,mm,BUY,149.3100,50,0.0500,1167400000000
F5715,mm_B23349,AAPL,mm,BUY,149.3100,50,0.0500,1167400000000
F5756,mm_A23674,AAPL,mm,SELL,149.1200,100,0.1000,1183600000000
F5760,mm_B23751,AAPL,mm,BUY,149.2700,100,0.1000,1187500000000
F5817,mm_A23972,AAPL,mm,SELL,149.0200,100,0.1000,1198500000000
F5820,mm_B24015,AAPL,mm,BUY,149.2100,100,0.1000,1200700000000
F5855,mm_A24066,AAPL,mm,SELL,148.9900,50,0.0500,1203200000000
F5857,mm_A24066,AAPL,mm,SELL,148.9900,50,0.0500,1203200000000
F5860,mm_B24111,AAPL,mm,BUY,149.1700,100,0.1000,1205500000000
F5866,mm_A24128,AAPL,mm,SELL,149.0700,100,0.1000,1206300000000
F5874,mm_B24129,AAPL,mm,BUY,149.2400,100,0.1000,1206400000000
F5882,mm_A24138,AAPL,mm,SELL,149.0800,100,0.1000,1206800000000
F5890,mm_B24139,AAPL,mm,BUY,149.2700,100,0.1000,1206900000000
F5911,mm_A24218,AAPL,mm,SELL,148.9800,100,0.1000,1210800000000
F5914,mm_B24255,AAPL,mm,BUY,149.1800,100,0.1000,1212700000000
F5923,mm_A24272,AAPL,mm,SELL,148.9700,100,0.1000,1213500000000
F5926,mm_B24349,AAPL,mm,BUY,149.2600,100,0.1000,1217400000000
F5931,mm_A24352,AAPL,mm,SELL,148.9600,100,0.1000,1217500000000
F5938,mm_B24369,AAPL,mm,BUY,149.2600,100,0.1000,1218400000000
F5941,mm_A24372,AAPL,mm,SELL,148.9600,100,0.1000,1218500000000
F5948,mm_B24375,AAPL,mm,BUY,149.2600,100,0.1000,1218700000000
F5955,mm_A24380,AAPL,mm,SELL,148.9500,100,0.1000,1218900000000
F5958,mm_B24487,AAPL,mm,BUY,149.2000,100,0.1000,1224300000000
F5961,mm_A24490,AAPL,mm,SELL,148.9500,50,0.0500,1224400000000
F5963,mm_A24490,AAPL,mm,SELL,148.9400,50,0.0500,1224400000000
