fill_id,order_id,symbol,strategy,side,price,qty,commission,timestamp_ns
F1,mm_A702,AAPL,mm,SELL,150.1000,100,0.1000,35000000000
F3,mm_B703,AAPL,mm,BUY,150.1400,100,0.1000,35100000000
F5,mm_A706,AAPL,mm,SELL,150.1000,50,0.0500,35200000000
F7,mm_A706,AAPL,mm,SELL,150.0900,50,0.0500,35200000000
F9,mm_B707,AAPL,mm,BUY,150.1400,50,0.0500,35300000000
F11,mm_B707,AAPL,mm,BUY,150.1500,50,0.0500,35300000000
F13,mm_A710,AAPL,mm,SELL,150.0900,100,0.1000,35400000000
F15,mm_B711,AAPL,mm,BUY,150.1500,100,0.1000,35500000000
F17,mm_A858,AAPL,mm,SELL,150.0900,100,0.1000,42800000000
F19,mm_B859,AAPL,mm,BUY,150.1100,100,0.1000,42900000000
F21,mm_A862,AAPL,mm,SELL,150.0900,50,0.0500,43000000000
F23,mm_B863,AAPL,mm,BUY,150.0900,50,0.0500,43100000000
F24,mm_A862,AAPL,mm,SELL,150.0900,50,0.0500,43100000000
F25,mm_B863,AAPL,mm,BUY,150.1100,50,0.0500,43100000000
F27,mm_A868,AAPL,mm,SELL,150.0800,100,0.1000,43300000000
F29,mm_B869,AAPL,mm,BUY,150.1100,100,0.1000,43400000000
F31,mm_A998,AAPL,mm,SELL,150.0800,50,0.0500,49800000000
F33,mm_A998,AAPL,mm,SELL,150.0800,50,0.0500,49800000000
F35,mm_B999,AAPL,mm,BUY,150.1100,50,0.0500,49900000000
F37,mm_B999,AAPL,mm,BUY,150.1100,50,0.0500,49900000000
F39,mm_A1002,AAPL,mm,SELL,150.0800,100,0.1000,50000000000
F41,mm_B1003,AAPL,mm,BUY,150.1100,100,0.1000,50100000000
F43,mm_A1006,AAPL,mm,SELL,150.0700,100,0.1000,50200000000
F45,mm_B1007,AAPL,mm,BUY,150.1100,100,0.1000,50300000000
F47,mm_B1329,AAPL,mm,BUY,150.0800,100,0.1000,66400000000
F49,mm_A1332,AAPL,mm,SELL,150.0700,50,0.0500,66500000000
F51,mm_A1332,AAPL,mm,SELL,150.0700,50,0.0500,66500000000
F53,mm_B1335,AAPL,mm,BUY,150.0800,50,0.0500,66700000000
F55,mm_B1335,AAPL,mm,BUY,150.0800,50,0.0500,66700000000
F57,mm_A1338,AAPL,mm,SELL,150.0700,100,0.1000,66800000000
F59,mm_B1339,AAPL,mm,BUY,150.0800,100,0.1000,66900000000
F61,mm_A1342,AAPL,mm,SELL,150.0700,100,0.1000,67000000000
F63,mm_B1349,AAPL,mm,BUY,150.0900,100,0.1000,67400000000
F65,mm_A1352,AAPL,mm,SELL,150.0700,50,0.0500,67500000000
F67,mm_A1352,AAPL,mm,SELL,150.0700,50,0.0500,67500000000
F69,mm_B1353,AAPL,mm,BUY,150.0900,50,0.0500,67600000000
F71,mm_B1353,AAPL,mm,BUY,150.0900,50,0.0500,67600000000
F73,mm_A1356,AAPL,mm,SELL,150.0700,100,0.1000,67700000000
F75,mm_B1359,AAPL,mm,BUY,150.0900,100,0.1000,67900000000
F77,mm_A1362,AAPL,mm,SELL,150.0700,100,0.1000,68000000000
F79,mm_B1363,AAPL,mm,BUY,150.0900,100,0.1000,68100000000
F81,mm_A1366,AAPL,mm,SELL,150.0700,50,0.0500,68200000000
F83,mm_A1366,AAPL,mm,SELL,150.0700,50,0.0500,68200000000
F85,mm_B1367,AAPL,mm,BUY,150.0900,50,0.0500,68300000000
F87,mm_B1367,AAPL,mm,BUY,150.0900,50,0.0500,68300000000
F89,mm_A1370,AAPL,mm,SELL,150.0700,100,0.1000,68400000000
F91,mm_B1371,AAPL,mm,BUY,150.0900,100,0.1000,68500000000
F93,mm_A1374,AAPL,mm,SELL,150.0700,100,0.1000,68600000000
F95,mm_B1375,AAPL,mm,BUY,150.0900,100,0.1000,68700000000
F97,mm_A1378,AAPL,mm,SELL,150.0700,50,0.0500,68800000000
F99,mm_A1378,AAPL,mm,SELL,150.0700,50,0.0500,68800000000
F101,mm_B1379,AAPL,mm,BUY,150.0900,50,0.0500,68900000000
F103,mm_B1379,AAPL,mm,BUY,150.0900,50,0.0500,68900000000
F105,mm_A1382,AAPL,mm,SELL,150.0700,100,0.1000,69000000000
F107,mm_B1383,AAPL,mm,BUY,150.0900,100,0.1000,69100000000
F109,mm_A1386,AAPL,mm,SELL,150.0600,100,0.1000,69200000000
F111,mm_B1387,AAPL,mm,BUY,150.0900,100,0.1000,69300000000
F113,mm_A1390,AAPL,mm,SELL,150.0600,50,0.0500,69400000000
F115,mm_A1390,AAPL,mm,SELL,150.0600,50,0.0500,69400000000
F148,mm_A2602,AAPL,mm,SELL,150.0800,100,0.1000,130000000000
F153,mm_B2603,AAPL,mm,BUY,150.1100,100,0.1000,130100000000
F155,mm_A2630,AAPL,mm,SELL,150.0700,50,0.0500,131400000000
F157,mm_A2630,AAPL,mm,SELL,150.0700,50,0.0500,131400000000
F159,mm_B2631,AAPL,mm,BUY,150.1100,100,0.1000,131500000000
F161,mm_A2634,AAPL,mm,SELL,150.0700,100,0.1000,131600000000
F163,mm_B2635,AAPL,mm,BUY,150.1100,50,0.0500,131700000000
F165,mm_B2635,AAPL,mm,BUY,150.1100,50,0.0500,131700000000
F183,mm_A3396,AAPL,mm,SELL,150.0700,50,0.0500,169700000000
F185,mm_A3396,AAPL,mm,SELL,150.0700,50,0.0500,169700000000
F187,mm_B3397,AAPL,mm,BUY,150.1000,50,0.0500,169800000000
F189,mm_B3397,AAPL,mm,BUY,150.1100,50,0.0500,169800000000
F195,mm_A3402,AAPL,mm,SELL,150.0700,50,0.0500,170000000000
F198,mm_A3402,AAPL,mm,SELL,150.0700,50,0.0500,170300000000
F203,mm_B3409,AAPL,mm,BUY,150.1100,50,0.0500,170400000000
F205,mm_B3409,AAPL,mm,BUY,150.1100,50,0.0500,170400000000
F223,mm_B4661,AAPL,mm,BUY,150.1000,50,0.0500,233000000000
F225,mm_B4661,AAPL,mm,BUY,150.1000,50,0.0500,233000000000
F227,mm_A4664,AAPL,mm,SELL,150.0900,100,0.1000,233100000000
F229,mm_B4665,AAPL,mm,BUY,150.1000,100,0.1000,233200000000
F231,mm_A4668,AAPL,mm,SELL,150.0900,50,0.0500,233300000000
F233,mm_A4668,AAPL,mm,SELL,150.0800,50,0.0500,233300000000
F235,mm_B4669,AAPL,mm,BUY,150.1100,100,0.1000,233400000000
F237,mm_A4672,AAPL,mm,SELL,150.0800,100,0.1000,233500000000
F239,mm_B4673,AAPL,mm,BUY,150.1100,100,0.1000,233600000000
F241,mm_A4676,AAPL,mm,SELL,150.0800,100,0.1000,233700000000
F243,mm_B4677,AAPL,mm,BUY,150.1100,50,0.0500,233800000000
F245,mm_B4677,AAPL,mm,BUY,150.1100,50,0.0500,233800000000
F247,mm_A4680,AAPL,mm,SELL,150.0800,50,0.0500,233900000000
F249,mm_A4680,AAPL,mm,SELL,150.0800,50,0.0500,233900000000
F251,mm_B4681,AAPL,mm,BUY,150.1100,100,0.1000,234000000000
F253,mm_A4684,AAPL,mm,SELL,150.0800,100,0.1000,234100000000
F255,mm_B4685,AAPL,mm,BUY,150.1100,100,0.1000,234200000000
F257,mm_A4688,AAPL,mm,SELL,150.0800,100,0.1000,234300000000
F259,mm_B4689,AAPL,mm,BUY,150.1100,50,0.0500,234400000000
F261,mm_B4689,AAPL,mm,BUY,150.1100,50,0.0500,234400000000
F263,mm_A4692,AAPL,mm,SELL,150.0800,50,0.0500,234500000000
F265,mm_A4692,AAPL,mm,SELL,150.0800,50,0.0500,234500000000
F267,mm_B4693,AAPL,mm,BUY,150.1100,100,0.1000,234600000000
F269,mm_A4696,AAPL,mm,SELL,150.0800,100,0.1000,234700000000
F271,mm_B4697,AAPL,mm,BUY,150.1100,100,0.1000,234800000000
F273,mm_A4700,AAPL,mm,SELL,150.0800,100,0.1000,234900000000
F275,mm_B4701,AAPL,mm,BUY,150.1100,50,0.0500,235000000000
F277,mm_B4701,AAPL,mm,BUY,150.1200,50,0.0500,235000000000
F279,mm_A4704,AAPL,mm,SELL,150.0800,50,0.0500,235100000000
F281,mm_A4704,AAPL,mm,SELL,150.0800,50,0.0500,235100000000
F283,mm_B4707,AAPL,mm,BUY,150.1200,100,0.1000,235300000000
F285,mm_A4710,AAPL,mm,SELL,150.0800,100,0.1000,235400000000
F287,mm_B4711,AAPL,mm,BUY,150.1200,100,0.1000,235500000000
F289,mm_A4714,AAPL,mm,SELL,150.0800,100,0.1000,235600000000
F291,mm_B4715,AAPL,mm,BUY,150.1200,50,0.0500,235700000000
F293,mm_B4715,AAPL,mm,BUY,150.1200,50,0.0500,235700000000
F295,mm_A4718,AAPL,mm,SELL,150.0800,50,0.0500,235800000000
F297,mm_A4718,AAPL,mm,SELL,150.0800,50,0.0500,235800000000
F299,mm_B4739,AAPL,mm,BUY,150.1200,100,0.1000,236900000000
F301,mm_A4742,AAPL,mm,SELL,150.0800,100,0.1000,237000000000
F303,mm_B4745,AAPL,mm,BUY,150.1200,100,0.1000,237200000000
F309,mm_A4748,AAPL,mm,SELL,150.0800,100,0.1000,237300000000
F323,mm_A4896,AAPL,mm,SELL,150.1100,100,0.1000,244700000000
F325,mm_B4897,AAPL,mm,BUY,150.1200,100,0.1000,244800000000
F327,mm_A4926,AAPL,mm,SELL,150.1100,50,0.0500,246200000000
F329,mm_A4926,AAPL,mm,SELL,150.1100,50,0.0500,246200000000
F331,mm_B4927,AAPL,mm,BUY,150.1200,100,0.1000,246300000000
F333,mm_A4930,AAPL,mm,SELL,150.1100,100,0.1000,246400000000
F335,mm_B4931,AAPL,mm,BUY,150.1200,50,0.0500,246500000000
F337,mm_B4931,AAPL,mm,BUY,150.1200,50,0.0500,246500000000
F339,mm_A4976,AAPL,mm,SELL,150.1000,100,0.1000,248700000000
F341,mm_B4977,AAPL,mm,BUY,150.1200,100,0.1000,248800000000
F343,mm_A5024,AAPL,mm,SELL,150.1000,50,0.0500,251100000000
F345,mm_B5025,AAPL,mm,BUY,150.1000,50,0.0500,251200000000
F346,mm_A5024,AAPL,mm,SELL,150.1000,50,0.0500,251200000000
F347,mm_B5025,AAPL,mm,BUY,150.1200,50,0.0500,251200000000
F349,mm_A5028,AAPL,mm,SELL,150.0900,100,0.1000,251300000000
F351,mm_B5029,AAPL,mm,BUY,150.1200,100,0.1000,251400000000
F353,mm_A5032,AAPL,mm,SELL,150.0900,50,0.0500,251500000000
F355,mm_A5032,AAPL,mm,SELL,150.0900,50,0.0500,251500000000
F357,mm_B5033,AAPL,mm,BUY,150.1200,100,0.1000,251600000000
F359,mm_A5036,AAPL,mm,SELL,150.0900,100,0.1000,251700000000
F361,mm_B5037,AAPL,mm,BUY,150.1200,50,0.0500,251800000000
F363,mm_B5037,AAPL,mm,BUY,150.1200,50,0.0500,251800000000
F365,mm_A5052,AAPL,mm,SELL,150.0900,100,0.1000,252500000000
F367,mm_B5053,AAPL,mm,BUY,150.1200,100,0.1000,252600000000
F369,mm_A5056,AAPL,mm,SELL,150.0900,50,0.0500,252700000000
F371,mm_A5056,AAPL,mm,SELL,150.0900,50,0.0500,252700000000
F373,mm_B5057,AAPL,mm,BUY,150.1200,100,0.1000,252800000000
F375,mm_A5060,AAPL,mm,SELL,150.0900,100,0.1000,252900000000
F377,mm_B5061,AAPL,mm,BUY,150.1200,50,0.0500,253000000000
F379,mm_B5061,AAPL,mm,BUY,150.1200,50,0.0500,253000000000
F393,mm_A5624,AAPL,mm,SELL,150.0800,50,0.0500,281100000000
F395,mm_A5624,AAPL,mm,SELL,150.0800,50,0.0500,281100000000
F397,mm_B5625,AAPL,mm,BUY,150.0900,100,0.1000,281200000000
F399,mm_A5628,AAPL,mm,SELL,150.0800,100,0.1000,281300000000
F401,mm_B5629,AAPL,mm,BUY,150.0900,50,0.0500,281400000000
F403,mm_B5629,AAPL,mm,BUY,150.0900,50,0.0500,281400000000
F405,mm_A5632,AAPL,mm,SELL,150.0800,100,0.1000,281500000000
F407,mm_B5633,AAPL,mm,BUY,150.0900,100,0.1000,281600000000
F409,mm_A5636,AAPL,mm,SELL,150.0800,50,0.0500,281700000000
F411,mm_A5636,AAPL,mm,SELL,150.0800,50,0.0500,281700000000
F413,mm_B5637,AAPL,mm,BUY,150.1000,100,0.1000,281800000000
F415,mm_A5642,AAPL,mm,SELL,150.0800,100,0.1000,282000000000
F417,mm_B5643,AAPL,mm,BUY,150.1000,50,0.0500,282100000000
F419,mm_B5643,AAPL,mm,BUY,150.1000,50,0.0500,282100000000
F421,mm_A5662,AAPL,mm,SELL,150.0800,100,0.1000,283000000000
F423,mm_B5663,AAPL,mm,BUY,150.1000,100,0.1000,283100000000
F425,mm_A5666,AAPL,mm,SELL,150.0800,50,0.0500,283200000000
F427,mm_B5667,AAPL,mm,BUY,150.0800,50,0.0500,283300000000
F428,mm_A5666,AAPL,mm,SELL,150.0800,50,0.0500,283300000000
F429,mm_B5667,AAPL,mm,BUY,150.1000,50,0.0500,283300000000
F433,mm_A5914,AAPL,mm,SELL,150.0700,100,0.1000,295600000000
F435,mm_B5915,AAPL,mm,BUY,150.0800,100,0.1000,295700000000
F441,mm_A6092,AAPL,mm,SELL,150.0700,100,0.1000,304500000000
F443,mm_B6093,AAPL,mm,BUY,150.0800,50,0.0500,304600000000
F445,mm_B6093,AAPL,mm,BUY,150.0800,50,0.0500,304600000000
F447,mm_A6096,AAPL,mm,SELL,150.0700,50,0.0500,304700000000
F449,mm_A6096,AAPL,mm,SELL,150.0600,50,0.0500,304700000000
F451,mm_B6097,AAPL,mm,BUY,150.0800,100,0.1000,304800000000
F453,mm_A6100,AAPL,mm,SELL,150.0600,100,0.1000,304900000000
F455,mm_B6101,AAPL,mm,BUY,150.0800,100,0.1000,305000000000
F457,mm_A6104,AAPL,mm,SELL,150.0600,100,0.1000,305100000000
F459,mm_B6105,AAPL,mm,BUY,150.0800,50,0.0500,305200000000
F461,mm_B6105,AAPL,mm,BUY,150.0900,50,0.0500,305200000000
F463,mm_A6108,AAPL,mm,SELL,150.0600,50,0.0500,305300000000
F465,mm_A6108,AAPL,mm,SELL,150.0600,50,0.0500,305300000000
F467,mm_B6109,AAPL,mm,BUY,150.0900,100,0.1000,305400000000
F469,mm_A6112,AAPL,mm,SELL,150.0600,100,0.1000,305500000000
F471,mm_B6113,AAPL,mm,BUY,150.0900,100,0.1000,305600000000
F473,mm_A6116,AAPL,mm,SELL,150.0600,100,0.1000,305700000000
F475,mm_B6117,AAPL,mm,BUY,150.0900,50,0.0500,305800000000
F477,mm_B6117,AAPL,mm,BUY,150.0900,50,0.0500,305800000000
F479,mm_A6120,AAPL,mm,SELL,150.0600,50,0.0500,305900000000
F481,mm_A6120,AAPL,mm,SELL,150.0600,50,0.0500,305900000000
F483,mm_B6121,AAPL,mm,BUY,150.0900,100,0.1000,306000000000
F485,mm_A6124,AAPL,mm,SELL,150.0600,100,0.1000,306100000000
F491,mm_B6125,AAPL,mm,BUY,150.0900,100,0.1000,306200000000
F493,mm_A6128,AAPL,mm,SELL,150.0600,100,0.1000,306300000000
F495,mm_B6129,AAPL,mm,BUY,150.0900,100,0.1000,306400000000
F497,mm_A6132,AAPL,mm,SELL,150.0600,50,0.0500,306500000000
F499,mm_A6132,AAPL,mm,SELL,150.0600,50,0.0500,306500000000
F501,mm_B6133,AAPL,mm,BUY,150.0900,50,0.0500,306600000000
F503,mm_B6133,AAPL,mm,BUY,150.0900,50,0.0500,306600000000
F505,mm_A6138,AAPL,mm,SELL,150.0600,100,0.1000,306800000000
F509,mm_B6139,AAPL,mm,BUY,150.0900,100,0.1000,306900000000
F511,mm_A6142,AAPL,mm,SELL,150.0600,50,0.0500,307000000000
F513,mm_A6142,AAPL,mm,SELL,150.0600,50,0.0500,307000000000
F515,mm_B6143,AAPL,mm,BUY,150.0900,100,0.1000,307100000000
F517,mm_A6146,AAPL,mm,SELL,150.0600,100,0.1000,307200000000
F519,mm_B6147,AAPL,mm,BUY,150.0900,50,0.0500,307300000000
F521,mm_B6147,AAPL,mm,BUY,150.0900,50,0.0500,307300000000
F523,mm_A6150,AAPL,mm,SELL,150.0500,100,0.1000,307400000000
F525,mm_B6151,AAPL,mm,BUY,150.0900,100,0.1000,307500000000
F527,mm_A6154,AAPL,mm,SELL,150.0500,50,0.0500,307600000000
F529,mm_A6154,AAPL,mm,SELL,150.0500,50,0.0500,307600000000
F531,mm_B6155,AAPL,mm,BUY,150.0900,100,0.1000,307700000000
F533,mm_A6158,AAPL,mm,SELL,150.0500,100,0.1000,307800000000
F537,mm_B6159,AAPL,mm,BUY,150.0900,50,0.0500,307900000000
F539,mm_B6159,AAPL,mm,BUY,150.0900,50,0.0500,307900000000
F541,mm_A6162,AAPL,mm,SELL,150.0500,50,0.0500,308000000000
F543,mm_A6162,AAPL,mm,SELL,150.0500,50,0.0500,308000000000
F545,mm_B6163,AAPL,mm,BUY,150.0900,100,0.1000,308100000000
F547,mm_A6166,AAPL,mm,SELL,150.0500,100,0.1000,308200000000
F549,mm_B6167,AAPL,mm,BUY,150.1000,100,0.1000,308300000000
F551,mm_A6170,AAPL,mm,SELL,150.0500,100,0.1000,308400000000
F553,mm_B6171,AAPL,mm,BUY,150.1000,100,0.1000,308500000000
F555,mm_A6174,AAPL,mm,SELL,150.0500,50,0.0500,308600000000
F557,mm_A6174,AAPL,mm,SELL,150.0500,50,0.0500,308600000000
F559,mm_B6175,AAPL,mm,BUY,150.1000,50,0.0500,308700000000
F561,mm_B6175,AAPL,mm,BUY,150.1000,50,0.0500,308700000000
F563,mm_A6178,AAPL,mm,SELL,150.0500,100,0.1000,308800000000
F565,mm_B6179,AAPL,mm,BUY,150.1000,100,0.1000,308900000000
F567,mm_A6182,AAPL,mm,SELL,150.0500,100,0.1000,309000000000
F569,mm_B6183,AAPL,mm,BUY,150.1000,100,0.1000,309100000000
F571,mm_A6186,AAPL,mm,SELL,150.0500,50,0.0500,309200000000
F573,mm_A6186,AAPL,mm,SELL,150.0500,50,0.0500,309200000000
F575,mm_B6187,AAPL,mm,BUY,150.1000,50,0.0500,309300000000
F577,mm_B6187,AAPL,mm,BUY,150.1000,50,0.0500,309300000000
F579,mm_A6190,AAPL,mm,SELL,150.0500,100,0.1000,309400000000
F581,mm_B6191,AAPL,mm,BUY,150.1000,100,0.1000,309500000000
F583,mm_A6194,AAPL,mm,SELL,150.0500,100,0.1000,309600000000
F585,mm_B6195,AAPL,mm,BUY,150.1000,100,0.1000,309700000000
F587,mm_A6198,AAPL,mm,SELL,150.0500,50,0.0500,309800000000
F589,mm_A6198,AAPL,mm,SELL,150.0500,50,0.0500,309800000000
F591,mm_B6199,AAPL,mm,BUY,150.1000,50,0.0500,309900000000
F593,mm_B6199,AAPL,mm,BUY,150.1000,50,0.0500,309900000000
F595,mm_A6202,AAPL,mm,SELL,150.0500,100,0.1000,310000000000
F597,mm_B6203,AAPL,mm,BUY,150.1000,100,0.1000,310100000000
F601,mm_A6212,AAPL,mm,SELL,150.0500,100,0.1000,310500000000
F603,mm_B6213,AAPL,mm,BUY,150.1000,100,0.1000,310600000000
F605,mm_A6216,AAPL,mm,SELL,150.0500,50,0.0500,310700000000
F607,mm_A6216,AAPL,mm,SELL,150.0500,50,0.0500,310700000000
F609,mm_B6217,AAPL,mm,BUY,150.1000,50,0.0500,310800000000
F611,mm_B6217,AAPL,mm,BUY,150.1000,50,0.0500,310800000000
F613,mm_A6220,AAPL,mm,SELL,150.0500,100,0.1000,310900000000
F615,mm_B6221,AAPL,mm,BUY,150.1000,100,0.1000,311000000000
F617,mm_A6224,AAPL,mm,SELL,150.0500,100,0.1000,311100000000
F619,mm_B6225,AAPL,mm,BUY,150.1000,100,0.1000,311200000000
F621,mm_A6228,AAPL,mm,SELL,150.0500,50,0.0500,311300000000
F623,mm_A6228,AAPL,mm,SELL,150.0500,50,0.0500,311300000000
F625,mm_B6229,AAPL,mm,BUY,150.1000,50,0.0500,311400000000
F627,mm_B6229,AAPL,mm,BUY,150.1000,50,0.0500,311400000000
F629,mm_A6232,AAPL,mm,SELL,150.0500,100,0.1000,311500000000
F633,mm_B6233,AAPL,mm,BUY,150.1000,100,0.1000,311600000000
F635,mm_A6236,AAPL,mm,SELL,150.0500,50,0.0500,311700000000
F637,mm_A6236,AAPL,mm,SELL,150.0500,50,0.0500,311700000000
F639,mm_B6237,AAPL,mm,BUY,150.1000,100,0.1000,311800000000
F641,mm_A6240,AAPL,mm,SELL,150.0500,100,0.1000,311900000000
F645,mm_B6241,AAPL,mm,BUY,150.1000,50,0.0500,312000000000
F647,mm_B6241,AAPL,mm,BUY,150.1000,50,0.0500,312000000000
F649,mm_A6244,AAPL,mm,SELL,150.0500,50,0.0500,312100000000
F651,mm_A6244,AAPL,mm,SELL,150.0400,50,0.0500,312100000000
F653,mm_B6245,AAPL,mm,BUY,150.1000,100,0.1000,312200000000
F655,mm_A6248,AAPL,mm,SELL,150.0400,100,0.1000,312300000000
F657,mm_B6249,AAPL,mm,BUY,150.1000,100,0.1000,312400000000
F659,mm_A6252,AAPL,mm,SELL,150.0400,100,0.1000,312500000000
F661,mm_B6253,AAPL,mm,BUY,150.1000,50,0.0500,312600000000
F663,mm_B6253,AAPL,mm,BUY,150.1000,50,0.0500,312600000000
F665,mm_A6256,AAPL,mm,SELL,150.0400,50,0.0500,312700000000
F667,mm_A6256,AAPL,mm,SELL,150.0400,50,0.0500,312700000000
F669,mm_B6257,AAPL,mm,BUY,150.1000,100,0.1000,312800000000
F671,mm_A6260,AAPL,mm,SELL,150.0400,100,0.1000,312900000000
F673,mm_B6261,AAPL,mm,BUY,150.1000,100,0.1000,313000000000
F675,mm_A6264,AAPL,mm,SELL,150.0400,100,0.1000,313100000000
F677,mm_B6265,AAPL,mm,BUY,150.1000,50,0.0500,313200000000
F679,mm_B6265,AAPL,mm,BUY,150.1000,50,0.0500,313200000000
F681,mm_A6268,AAPL,mm,SELL,150.0400,50,0.0500,313300000000
F683,mm_A6268,AAPL,mm,SELL,150.0400,50,0.0500,313300000000
F685,mm_B6269,AAPL,mm,BUY,150.1000,100,0.1000,313400000000
F687,mm_A6272,AAPL,mm,SELL,150.0400,100,0.1000,313500000000
F689,mm_B6273,AAPL,mm,BUY,150.1000,100,0.1000,313600000000
F691,mm_A6276,AAPL,mm,SELL,150.0400,100,0.1000,313700000000
F693,mm_B6277,AAPL,mm,BUY,150.1000,50,0.0500,313800000000
F695,mm_B6277,AAPL,mm,BUY,150.1100,50,0.0500,313800000000
F697,mm_A6280,AAPL,mm,SELL,150.0400,50,0.0500,313900000000
F699,mm_A6280,AAPL,mm,SELL,150.0400,50,0.0500,313900000000
F701,mm_B6281,AAPL,mm,BUY,150.1100,100,0.1000,314000000000
F703,mm_A6284,AAPL,mm,SELL,150.0400,100,0.1000,314100000000
F705,mm_B6285,AAPL,mm,BUY,150.1100,100,0.1000,314200000000
F707,mm_A6288,AAPL,mm,SELL,150.0400,100,0.1000,314300000000
F713,mm_B6289,AAPL,mm,BUY,150.1100,50,0.0500,314400000000
F715,mm_B6289,AAPL,mm,BUY,150.1100,50,0.0500,314400000000
F717,mm_A6292,AAPL,mm,SELL,150.0400,100,0.1000,314500000000
F719,mm_B6293,AAPL,mm,BUY,150.1100,100,0.1000,314600000000
F721,mm_A6296,AAPL,mm,SELL,150.0400,100,0.1000,314700000000
F723,mm_B6297,AAPL,mm,BUY,150.1100,100,0.1000,314800000000
F725,mm_A6300,AAPL,mm,SELL,150.0400,50,0.0500,314900000000
F727,mm_A6300,AAPL,mm,SELL,150.0400,50,0.0500,314900000000
F729,mm_B6301,AAPL,mm,BUY,150.1100,50,0.0500,315000000000
F731,mm_B6301,AAPL,mm,BUY,150.1100,50,0.0500,315000000000
F733,mm_A6304,AAPL,mm,SELL,150.0400,100,0.1000,315100000000
F735,mm_B6305,AAPL,mm,BUY,150.1100,100,0.1000,315200000000
F737,mm_A6308,AAPL,mm,SELL,150.0400,100,0.1000,315300000000
F739,mm_B6309,AAPL,mm,BUY,150.1100,100,0.1000,315400000000
F741,mm_A6312,AAPL,mm,SELL,150.0400,50,0.0500,315500000000
F743,mm_A6312,AAPL,mm,SELL,150.0400,50,0.0500,315500000000
F745,mm_B6313,AAPL,mm,BUY,150.1100,50,0.0500,315600000000
F748,mm_B6313,AAPL,mm,BUY,150.1100,50,0.0500,316900000000
F749,mm_A6342,AAPL,mm,SELL,150.0400,100,0.1000,317000000000
F753,mm_B6343,AAPL,mm,BUY,150.1200,100,0.1000,317100000000
F755,mm_A6346,AAPL,mm,SELL,150.0400,50,0.0500,317200000000
F757,mm_A6346,AAPL,mm,SELL,150.0400,50,0.0500,317200000000
F759,mm_B6347,AAPL,mm,BUY,150.1200,100,0.1000,317300000000
F761,mm_A6350,AAPL,mm,SELL,150.0400,100,0.1000,317400000000
F763,mm_B6361,AAPL,mm,BUY,150.1200,50,0.0500,318000000000
F765,mm_B6361,AAPL,mm,BUY,150.1200,50,0.0500,318000000000
F767,mm_A6364,AAPL,mm,SELL,150.0400,100,0.1000,318100000000
F773,mm_B6365,AAPL,mm,BUY,150.1200,100,0.1000,318200000000
F775,mm_A6368,AAPL,mm,SELL,150.0400,100,0.1000,318300000000
F779,mm_B6369,AAPL,mm,BUY,150.1200,100,0.1000,318400000000
F781,mm_A6372,AAPL,mm,SELL,150.0400,50,0.0500,318500000000
F783,mm_A6372,AAPL,mm,SELL,150.0400,50,0.0500,318500000000
F785,mm_B6373,AAPL,mm,BUY,150.1200,50,0.0500,318600000000
F787,mm_B6373,AAPL,mm,BUY,150.1200,50,0.0500,318600000000
F789,mm_A6376,AAPL,mm,SELL,150.0400,100,0.1000,318700000000
F792,mm_B6379,AAPL,mm,BUY,150.1100,100,0.1000,318900000000
F793,mm_A6382,AAPL,mm,SELL,150.0400,100,0.1000,319000000000
F796,mm_B6429,AAPL,mm,BUY,150.0900,100,0.1000,321400000000
F797,mm_A6432,AAPL,mm,SELL,150.0400,50,0.0500,321500000000
F799,mm_A6432,AAPL,mm,SELL,150.0400,50,0.0500,321500000000
F802,mm_B6433,AAPL,mm,BUY,150.0900,100,0.1000,321600000000
F803,mm_A6436,AAPL,mm,SELL,150.0400,100,0.1000,321700000000
F806,mm_B6437,AAPL,mm,BUY,150.1000,100,0.1000,321800000000
F807,mm_A6440,AAPL,mm,SELL,150.0400,100,0.1000,321900000000
F814,mm_B6455,AAPL,mm,BUY,150.0800,100,0.1000,322700000000
F815,mm_A6458,AAPL,mm,SELL,150.0300,100,0.1000,322800000000
F820,mm_B6459,AAPL,mm,BUY,150.0800,100,0.1000,322900000000
F821,mm_A6462,AAPL,mm,SELL,150.0300,50,0.0500,323000000000
F823,mm_A6462,AAPL,mm,SELL,150.0300,50,0.0500,323000000000
F826,mm_B6463,AAPL,mm,BUY,150.0800,100,0.1000,323100000000
F827,mm_A6466,AAPL,mm,SELL,150.0300,100,0.1000,323200000000
F862,mm_B6603,AAPL,mm,BUY,150.0400,100,0.1000,330100000000
F863,mm_A6606,AAPL,mm,SELL,150.0300,100,0.1000,330200000000
F895,mm_B6799,AAPL,mm,BUY,150.1200,50,0.0500,339900000000
F897,mm_B6799,AAPL,mm,BUY,150.1200,50,0.0500,339900000000
F903,mm_A6802,AAPL,mm,SELL,150.0200,100,0.1000,340000000000
F905,mm_B6805,AAPL,mm,BUY,150.1200,100,0.1000,340200000000
F909,mm_A6808,AAPL,mm,SELL,150.0200,100,0.1000,340300000000
F911,mm_B6809,AAPL,mm,BUY,150.1200,100,0.1000,340400000000
F917,mm_A6812,AAPL,mm,SELL,150.0200,50,0.0500,340500000000
F919,mm_A6812,AAPL,mm,SELL,150.0200,50,0.0500,340500000000
F921,mm_B6813,AAPL,mm,BUY,150.1200,50,0.0500,340600000000
